Sample;Estimated;True;Error;Samples_Used
2112;[ 58.937 104.57    7.4  ];[ 54.446 106.44    7.4  ];4.86476936760624;[365]
2113;[45.689 55.016  0.   ];[51.84  69.205  0.   ];15.464880277583788;[1123]
2114;[ 68.264 132.64   11.1  ];[ 67.506 132.96   11.1  ];0.8227782204215223;[1366]
2115;[ 2.1172 20.531   0.    ];[ 4.1565 20.355   0.    ];2.046880673121909;[713]
2116;[ 14.852 125.59    0.   ];[ 14.952 126.45    0.   ];0.8657944328765339;[181]
2117;[66.727 77.798  0.   ];[66.36  77.963  0.   ];0.40238538740863916;[615]
2118;[ 51.493 109.37    0.   ];[ 51.861 109.21    0.   ];0.4012779585275022;[15]
2119;[39.381 90.483  0.   ];[39.303 89.464  0.   ];1.0219809195870595;[1005]
2120;[40.596 27.252  0.   ];[40.808 27.737  0.   ];0.5293099281139556;[17]
2121;[ 34.91 139.91   3.7 ];[ 35.323 140.83    3.7  ];1.0084488088148216;[3008]
2122;[ 30.331 132.08    0.   ];[ 31.267 131.67    0.   ];1.0218590900902238;[944]
2123;[29.385 59.79   0.   ];[29.998 59.737  0.   ];0.6152869249382756;[1195]
2124;[ 27.979 130.23    0.   ];[ 29.339 129.58    0.   ];1.5073486657041126;[278]
2125;[41.477 24.281  0.   ];[44.04  23.166  0.   ];2.795030232394635;[2101]
2126;[ 44.505 127.52    7.4  ];[ 44.661 127.92    7.4  ];0.42934368517541305;[1135]
2127;[33.821 22.425  3.7  ];[33.877 23.017  3.7  ];0.5946427498927394;[970]
2128;[34.244 39.147  0.   ];[41.32  39.072  0.   ];7.076397459159569;[2300]
2129;[ 16.557 120.98    3.7  ];[ 18.363 120.45    3.7  ];1.8821625859632862;[2266]
2130;[48.831  6.929  0.   ];[58.125   2.7524  0.    ];10.189328906262666;[2438]
2131;[ 64.653 134.81   11.1  ];[ 64.307 134.96   11.1  ];0.37711536696348535;[712]
2132;[ 21.549 130.37    0.   ];[ 20.413 130.63    0.   ];1.1653737597869593;[888]
2133;[ 36.47 141.73   0.  ];[ 37.529 144.14    0.   ];2.6324097325454474;[1184]
2134;[35.258 59.299  0.   ];[31.759 59.593  0.   ];3.511329805073858;[851]
2135;[ 49.131 112.56    3.7  ];[ 48.629 112.77    3.7  ];0.5441543898564082;[1774]
2136;[ 50.846 136.23   11.1  ];[ 51.013 136.61   11.1  ];0.41507710127158143;[880]
2137;[ 36.337 127.91    0.   ];[ 41.207 133.12    0.   ];7.131689841825713;[308]
2138;[28.282 80.689  0.   ];[28.259 80.47   0.   ];0.22020445045456596;[505]
2139;[ 40.171 127.88    0.   ];[ 40.583 127.7     0.   ];0.44960427044234863;[379]
2140;[15.399 87.618  0.   ];[23.389 84.844  0.   ];8.457847007365409;[355]
2141;[ 63.907 127.94    0.   ];[ 60.073 129.52    0.   ];4.146800694511374;[1618]
2142;[ 18.807 148.41    0.   ];[ 18.295 147.29    0.   ];1.2314804099132097;[570]
2143;[63.039 47.298  0.   ];[62.148 47.692  0.   ];0.9742263597337097;[2869]
2144;[53.89  76.118 11.1  ];[54.681 75.776 11.1  ];0.8617685304070891;[1601]
2145;[ 6.541 50.183  0.   ];[ 5.0142 55.464   0.    ];5.497279257960249;[3009]
2146;[ 5.0256 31.738   0.    ];[ 5.5382 37.958   0.    ];6.241086344539705;[2421]
2147;[38.255 86.647  3.7  ];[38.3   87.175  3.7  ];0.5299141439893736;[1761]
2148;[17.195 22.318  0.   ];[18.264 22.249  0.   ];1.0712245329528252;[987]
2149;[ 65.813 109.7     0.   ];[ 54.067 114.96    0.   ];12.869969541533498;[1620]
2150;[ 45.073 156.2     0.   ];[ 41.986 149.08    0.   ];7.760410362860954;[2417]
2151;[ 58.202 105.7     0.   ];[ 54.201 108.21    0.   ];4.723145244431928;[2949]
2152;[ 45.073 156.2     0.   ];[ 46.12 158.66   0.  ];2.6735386662623815;[2417]
2153;[38.378 75.584  3.7  ];[38.322 75.035  3.7  ];0.5518487111518944;[595]
2154;[ 47.246 140.44    7.4  ];[ 47.168 140.24    7.4  ];0.2146718425876946;[2107]
2155;[ 6.8859 77.297   0.    ];[ 6.8302 76.587   0.    ];0.7121815007426064;[341]
2156;[ 36.86 144.25   3.7 ];[ 36.682 143.86    3.7  ];0.4287003615580332;[2467]
2157;[ 42.521 154.26    0.   ];[ 42.732 154.74    0.   ];0.5243290951301642;[2072]
2158;[43.126 37.429  0.   ];[43.471 37.259  0.   ];0.3846101922726435;[202]
2159;[ 38.165 121.69    3.7  ];[ 37.753 121.71    3.7  ];0.41248515124789525;[175]
2160;[42.066 80.502 11.1  ];[41.264 80.844 11.1  ];0.8718761379920881;[2374]
2161;[ 36.36 121.8    3.7 ];[ 35.479 121.86    3.7  ];0.8830407691607454;[545]
2162;[ 55.203 137.56    0.   ];[ 52.762 138.63    0.   ];2.665216876728796;[720]
2163;[ 22.954 116.07    3.7  ];[ 22.943 115.81    3.7  ];0.2602325882744036;[2094]
2164;[50.625 77.115  7.4  ];[51.015 76.955  7.4  ];0.4215447781671591;[1490]
2165;[ 48.784 144.77   11.1  ];[ 50.79 143.83  11.1 ];2.215318487260917;[2890]
2166;[67.574 75.056  0.   ];[67.641 75.222  0.   ];0.17901117283566387;[1896]
2167;[ 42.109 128.81    0.   ];[ 44.26 127.9    0.  ];2.335572948978468;[398]
2168;[ 25.216 121.66    0.   ];[ 25.361 122.07    0.   ];0.4348850422812873;[511]
2169;[ 33.718 133.2     3.7  ];[ 33.306 132.22    3.7  ];1.0630823110182885;[3031]
2170;[21.295 25.262  0.   ];[20.359 25.668  0.   ];1.020260750984766;[2616]
2171;[ 36.716 124.06    0.   ];[ 36.226 124.28    0.   ];0.5371219600798327;[1822]
2172;[63.083 71.664  0.   ];[58.046 74.944  0.   ];6.010804355491866;[1002]
2173;[ 11.142 106.39    0.   ];[ 10.786 101.99    0.   ];4.414378325427041;[1105]
2174;[ 29.884 143.32    0.   ];[ 30.196 143.19    0.   ];0.3379999999999993;[2047]
2175;[54.503 75.302  0.   ];[51.182 77.905  0.   ];4.219555663811056;[2622]
2176;[40.272 81.196 11.1  ];[40.228 80.646 11.1  ];0.5517571929753128;[2765]
2177;[ 42.432 150.27    0.   ];[ 42.41 148.9    0.  ];1.3701766309494599;[2260]
2178;[ 49.319 145.72   11.1  ];[ 49.319 143.09   11.1  ];2.6299999999999955;[1848]
2179;[67.764 73.739  0.   ];[65.111 78.518  0.   ];5.466008598602816;[2057]
2180;[23.491 25.166  0.   ];[23.591 25.828  0.   ];0.6695102687786043;[1664]
2181;[ 52.329 110.17    3.7  ];[ 49.454 111.41    3.7  ];3.1310102203601935;[2763]
2182;[35.102 51.021  0.   ];[38.768 51.661  0.   ];3.7214454181137775;[2607]
2183;[ 22.464 112.4     3.7  ];[ 22.999 116.74    3.7  ];4.372850900728254;[2901]
2184;[ 61.935 106.03    3.7  ];[ 61.523 106.21    3.7  ];0.44960427044234863;[948]
2185;[34.824 50.439  3.7  ];[34.991 52.36   3.7  ];1.9282453163433324;[1214]
2186;[ 32.916 129.52    0.   ];[ 30.955 130.45    0.   ];2.1703504325338696;[684]
2187;[22.031 28.895  0.   ];[22.064 29.22   0.   ];0.3266710884054474;[1857]
2188;[38.255 86.647  3.7  ];[38.211 86.098  3.7  ];0.5507603834699875;[1761]
2189;[ 49.877 108.99   11.1  ];[ 52.128 108.03   11.1  ];2.4471618254623;[2732]
2190;[23.345 63.433  0.   ];[26.722 67.044  0.   ];4.944031755561446;[716]
2191;[ 44.472 138.65    0.   ];[ 44.048 138.84    0.   ];0.464624579633922;[2549]
2192;[35.169 41.371  0.   ];[40.396 36.352  0.   ];7.246508814594797;[1007]
2193;[38.166 73.328  3.7  ];[38.211 73.861  3.7  ];0.5348962516226875;[904]
2194;[ 29.662 141.24    0.   ];[ 29.249 141.42    0.   ];0.4505208097302415;[523]
2195;[ 38.712 100.95    7.4  ];[ 38.667 100.32    7.4  ];0.6316050981428287;[1619]
2196;[37.698 64.943  7.4  ];[37.565 62.948  7.4  ];1.9994284183235944;[3098]
2197;[19.367 35.707  0.   ];[22.265 31.279  0.   ];5.292030612156359;[2702]
2198;[35.091 37.317  3.7  ];[34.98  35.952  3.7  ];1.3695057502617527;[1432]
2199;[34.088 22.105  3.7  ];[33.743 21.4    3.7  ];0.7848885271170689;[303]
2200;[13.896 57.235  3.7  ];[14.185 59.609  3.7  ];2.3915260818147086;[2887]
2201;[36.238 74.011  0.   ];[34.422 74.229  0.   ];1.8290379985117888;[2177]
2202;[53.923 75.76   7.4  ];[54.302 74.672  7.4  ];1.1521219553502207;[741]
2203;[14.831 96.745  0.   ];[15.132 91.443  0.   ];5.31053716680338;[1505]
2204;[ 41.117 148.43    3.7  ];[ 40.671 148.61    3.7  ];0.48095322017842923;[1235]
2205;[ 40.527 133.43    0.   ];[ 39.513 132.34    0.   ];1.4887229426592488;[2050]
2206;[19.512 72.896  3.7  ];[19.467 72.384  3.7  ];0.513973734737487;[2797]
2207;[68.332 94.014  0.   ];[68.945 94.168  0.   ];0.6320482576512673;[1899]
2208;[25.663 71.904  0.   ];[27.324 71.882  0.   ];1.6611456889749328;[2787]
2209;[39.303 77.515  7.4  ];[40.239 80.668  7.4  ];3.2889975676488477;[2907]
2210;[ 69.98 131.91  11.1 ];[ 69.668 132.04   11.1  ];0.3379999999999961;[1853]
2211;[ 45.909 148.79    0.   ];[ 46.265 148.64    0.   ];0.38631075573947316;[688]
2212;[ 22.797 145.9     0.   ];[ 23.009 146.38    0.   ];0.5247323127080988;[873]
2213;[37.509 78.257  3.7  ];[37.587 79.094  3.7  ];0.8406265520431663;[2056]
2214;[ 11.019 132.2     0.   ];[ 11.197 134.44    0.   ];2.2470611918681787;[2469]
2215;[33.798 55.581  3.7  ];[36.818 58.851  3.7  ];4.45121331773708;[2345]
2216;[ 29.762 134.06    0.   ];[ 29.339 134.24    0.   ];0.45970534040840116;[2701]
2217;[36.238 74.011  0.   ];[35.024 75.931  0.   ];2.2716064800048454;[2177]
2218;[ 43.158 102.28    7.4  ];[ 46.913 102.37    7.4  ];3.7560784070623403;[1050]
2219;[23.334 74.928  0.   ];[23.2   73.296  0.   ];1.6374919847131986;[2529]
2220;[ 60.363 135.67    7.4  ];[ 58.657 137.36    7.4  ];2.401361280607335;[2213]
2221;[17.873 87.367  0.   ];[16.859 87.469  0.   ];1.01911726508778;[2963]
2222;[ 22.074 101.27    3.7  ];[ 22.13 101.84   3.7 ];0.5727442710320271;[2721]
2223;[ 47.938 129.74   11.1  ];[ 47.013 127.69   11.1  ];2.2490275676389686;[2347]
2224;[ 64.53 130.02   0.  ];[ 66.614 134.24    0.   ];4.706533331444706;[2653]
2225;[25.296 50.098  0.   ];[25.329 50.637  0.   ];0.540009259179879;[3085]
2226;[57.4   81.959  0.   ];[56.943 82.161  0.   ];0.49965287950736353;[1272]
2227;[40.173 42.721  0.   ];[39.883 42.844  0.   ];0.3150063491423636;[538]
2228;[22.899 91.208  3.7  ];[22.81  90.141  3.7  ];1.0707053749748272;[1573]
2229;[40.874 78.155 11.1  ];[40.774 77.915 11.1  ];0.25999999999999585;[114]
2230;[ 23.144 113.13    3.7  ];[ 23.199 113.67    3.7  ];0.5427936993002103;[2670]
2231;[24.392 94.872  3.7  ];[23.701 86.626  3.7  ];8.274901630835252;[1233]
2232;[18.364 54.941  3.7  ];[22.343 55.389  3.7  ];4.0041409815339915;[2772]
2233;[36.807 53.837  3.7  ];[37.387 49.591  3.7  ];4.285430666805848;[2247]
2234;[ 25.094 102.46    3.7  ];[ 25.384 102.41    3.7  ];0.2942787793912419;[881]
2235;[15.969 23.715  0.   ];[16.883 23.646  0.   ];0.9166007855113366;[2919]
2236;[ 23.711 141.79    0.   ];[ 24.157 141.59    0.   ];0.4887903436034685;[614]
2237;[ 43.447 115.69   11.1  ];[ 43.603 117.39   11.1  ];1.7071426419605389;[2782]
2238;[24.537 93.768  3.7  ];[24.414 94.707  3.7  ];0.9470216470598685;[1569]
2239;[ 44.227 120.78    0.   ];[ 43.781 120.98    0.   ];0.48879034360347107;[2254]
2240;[ 35.936 122.5     3.7  ];[ 36.371 122.43    3.7  ];0.44059618700120523;[866]
2241;[38.066 74.256  0.   ];[38.3   77.078  0.   ];2.8316850107312455;[2431]
2242;[ 18.017 127.52    3.7  ];[ 18.006 127.2     3.7  ];0.320189006681984;[945]
2243;[ 40.751 109.58    7.4  ];[ 40.639 107.96    7.4  ];1.6238669896269255;[754]
2244;[23.969 89.746  3.7  ];[23.913 89.122  3.7  ];0.6265077812764931;[1663]
2245;[38.478 75.878 11.1  ];[38.578 76.961 11.1  ];1.0876070062297303;[2808]
2246;[ 25.194 119.12    3.7  ];[ 24.971 119.15    3.7  ];0.22500888871331198;[216]
2247;[ 7.2763 59.123   0.    ];[ 7.3654 60.27    0.    ];1.1504554793645918;[22]
2248;[ 43.793 112.32   11.1  ];[ 41.597 111.45   11.1  ];2.3620575776216746;[3059]
2249;[37.965 89.96   7.4  ];[37.932 89.426  7.4  ];0.5350186912622692;[819]
2250;[ 41.921 101.31    7.4  ];[ 44.473 103.49    7.4  ];3.3563527824112835;[7]
2251;[ 34.565 126.77    3.7  ];[ 34.866 124.82    3.7  ];1.973094270429067;[2628]
2252;[ 39.815 104.2     3.7  ];[ 39.87 104.87   3.7 ];0.6722536723588813;[2597]
2253;[56.486 75.616  0.   ];[59.194 73.317  0.   ];3.552276030941298;[239]
2254;[16.904 62.884  3.7  ];[16.871 62.5    3.7  ];0.38541536035814705;[2788]
2255;[24.883 64.095  0.   ];[24.805 62.996  0.   ];1.1017644938914997;[43]
2256;[39.381 90.483  0.   ];[39.325 89.8    0.   ];0.6852919086053834;[1005]
2257;[ 48.639 143.19    3.7  ];[ 48.216 143.36    3.7  ];0.45588266034145997;[448]
2258;[ 44.505 127.52    7.4  ];[ 45.141 129.13    7.4  ];1.7310678785073659;[1135]
2259;[ 25.874 115.22    0.   ];[ 26.052 115.18    0.   ];0.18243903091169844;[1810]
2260;[ 25.194 119.12    3.7  ];[ 23.177 119.46    3.7  ];2.0454556949491693;[216]
2261;[ 48.784 144.77   11.1  ];[ 49.809 144.29   11.1  ];1.131823749529941;[2890]
2262;[32.851 74.32   0.   ];[32.929 74.912  0.   ];0.5971164040620688;[1248]
2263;[ 35.222 136.58    0.   ];[ 34.832 136.76    0.   ];0.42953463189828206;[532]
2264;[18.186 32.341  3.7  ];[15.59  32.522  3.7  ];2.602302249931779;[490]
2265;[39.091 68.298 11.1  ];[39.002 67.386 11.1  ];0.9163323632831109;[1921]
2266;[60.665 73.168 11.1  ];[63.997 71.722 11.1  ];3.632236225798102;[80]
2267;[ 27.312 101.36    0.   ];[ 27.969 101.29    0.   ];0.6607185482487979;[2426]
2268;[68.332 94.014  0.   ];[ 75.139 133.3     0.   ];39.87135619714987;[1899]
2269;[ 25.194 119.12    3.7  ];[ 24.737 113.28    3.7  ];5.857853617153645;[216]
2270;[ 48.964 100.78    0.   ];[ 48.785 100.85    0.   ];0.19220041623263925;[1792]
2271;[ 18.44 131.08   0.  ];[ 18.073 131.16    0.   ];0.3756181571756058;[212]
2272;[ 35.713 124.47    3.7  ];[ 36.516 124.12    3.7  ];0.8759617571560939;[52]
2273;[ 48.203 167.42    0.   ];[ 50.176 168.13    0.   ];2.0968617026404024;[1202]
2274;[59.216 81.148  0.   ];[59.696 80.934  0.   ];0.5255435281686917;[2983]
2275;[ 25.003 150.98    0.   ];[ 25.259 151.56    0.   ];0.6339842269331427;[2209]
2276;[ 32.225 120.36    3.7  ];[ 28.481 123.74    3.7  ];5.043999999999997;[2456]
2277;[67.441 66.388  0.   ];[65.981 78.134  0.   ];11.836389483284162;[1533]
2278;[19.367 45.66   3.7  ];[19.323 45.143  3.7  ];0.5188689622631092;[187]
2279;[39.358 86.125  3.7  ];[38.4   88.296  3.7  ];2.3729738725911047;[677]
2280;[40.896 81.767 11.1  ];[40.774 83.57  11.1  ];1.8071228513855913;[1156]
2281;[ 53.197 136.65    0.   ];[ 52.774 136.83    0.   ];0.45970534040840116;[39]
2282;[34.434 22.787  3.7  ];[32.64  25.209  3.7  ];3.0140537486912855;[1956]
2283;[14.831 96.745  0.   ];[14.931 96.318  0.   ];0.4385533034877353;[1505]
2284;[53.076 77.089  0.   ];[54.581 76.438  0.   ];1.6397640074108233;[3019]
2285;[ 20.447 110.82    0.   ];[ 11.019 110.43    0.   ];9.436062950192731;[1982]
2286;[ 48.429 109.6    11.1  ];[ 46.935 110.23   11.1  ];1.621399395583954;[2240]
2287;[ 42.177 116.68    7.4  ];[ 43.492 111.91    7.4  ];4.947941491165805;[2199]
2288;[60.376 72.08   7.4  ];[59.473 72.469  7.4  ];0.9832242877390663;[671]
2289;[ 30.81 124.74   3.7 ];[ 29.852 125.03    3.7  ];1.0009315660923082;[2173]
2290;[ 48.26 146.36   0.  ];[ 51.548 144.93    0.   ];3.5855047064534786;[2783]
2291;[ 51.514 137.74   11.1  ];[ 52.272 139.43   11.1  ];1.8522051722203958;[3090]
2292;[21.25  92.083  3.7  ];[21.294 92.595  3.7  ];0.513887147144196;[2071]
2293;[ 45.698 111.04    0.   ];[ 42.344 113.3     0.   ];4.044368430299094;[2357]
2294;[43.961 79.686 11.1  ];[43.615 79.836 11.1  ];0.3771153669634732;[1284]
2295;[ 34.119 141.51    0.   ];[ 33.551 141.76    0.   ];0.620583596302704;[1714]
2296;[ 15.476 129.66    0.   ];[ 15.064 129.75    0.   ];0.4217155439392782;[3078]
2297;[66.727 77.798  0.   ];[65.568 78.321  0.   ];1.2715384382707469;[615]
2298;[ 20.468 143.56    0.   ];[ 20.301 143.18    0.   ];0.4150771012715554;[1317]
2299;[ 35.59 137.67   3.7 ];[ 36.014 138.69    3.7  ];1.1046157703020631;[1885]
2300;[36.328 47.276  3.7  ];[36.417 38.139  3.7  ];9.137433447090054;[2225]
2301;[ 41.943 115.37   11.1  ];[ 41.898 114.84   11.1  ];0.5319069467491477;[700]
2302;[45.622 38.464  0.   ];[45.455 40.491  0.   ];2.033867743979437;[2258]
2303;[ 30.609 135.03    0.   ];[ 31.188 136.37    0.   ];1.4597400453505431;[2717]
2304;[29.429 96.451  0.   ];[29.485 96.931  0.   ];0.4832556259372507;[3105]
2305;[21.763 78.422  3.7  ];[21.718 77.873  3.7  ];0.5508411749315694;[2539]
2306;[11.99  85.805  0.   ];[12.569 85.757  0.   ];0.580986230473667;[736]
2307;[ 2.7189 28.623   0.    ];[ 5.3822 36.117   0.    ];7.953188221713349;[461]
2308;[19.512 72.896  3.7  ];[19.066 67.877  3.7  ];5.038777331853439;[2797]
2309;[ 32.916 129.52    0.   ];[ 32.537 129.7     0.   ];0.41957240138025115;[684]
2310;[ 54.545 139.17    0.   ];[ 54.835 139.04    0.   ];0.3178049716414114;[2518]
2311;[64.688 71.424 11.1  ];[62.003 72.592 11.1  ];2.928045252382551;[1806]
2312;[57.189   3.1791  0.    ];[57.646   2.9711  0.    ];0.5021085540000297;[2728]
2313;[24.537 93.768  3.7  ];[23.779 99.593  3.7  ];5.874111762641228;[1569]
2314;[ 64.53 130.02   0.  ];[ 63.917 135.44    0.   ];5.4545548855978945;[2653]
2315;[19.2   41.419  0.   ];[19.256 41.958  0.   ];0.5419012825229349;[2697]
2316;[21.618 76.753  3.7  ];[21.484 75.206  3.7  ];1.5527926455261145;[2383]
2317;[13.148 91.645  0.   ];[15.566 91.4    0.   ];2.4303804228967945;[792]
2318;[ 14.284 120.78    0.   ];[ 14.34 121.22   0.  ];0.4435493208201292;[2062]
2319;[55.171 75.248  7.4  ];[53.868 74.859  7.4  ];1.3598271949038232;[2738]
2320;[34.122 25.961  3.7  ];[34.177 26.601  3.7  ];0.6423589339302449;[182]
2321;[ 15.198 104.64    0.   ];[ 14.663 104.7     0.   ];0.538353972772562;[2001]
2322;[ 23.443 147.38    0.   ];[ 23.543 147.62    0.   ];0.26000000000000756;[2748]
2323;[ 19.923 121.09    3.7  ];[ 20.413 121.13    3.7  ];0.49162994213127553;[2979]
2324;[33.854 39.28   3.7  ];[36.328 35.701  3.7  ];4.350852445211171;[1019]
2325;[34.088 22.105  3.7  ];[33.966 21.854  3.7  ];0.27907884190672816;[303]
2326;[17.305 67.359  3.7  ];[17.227 66.522  3.7  ];0.8406265520431659;[1603]
2327;[39.983 80.033  3.7  ];[40.094 80.31   3.7  ];0.298412466227538;[28]
2328;[32.294 19.587  0.   ];[32.361 20.312  0.   ];0.7280892802397259;[2687]
2329;[35.938 15.933  0.   ];[42.702 18.237  0.   ];7.145635870935486;[1799]
2330;[ 58.937 104.57    7.4  ];[ 57.11 106.33   7.4 ];2.5368344447361975;[365]
2331;[ 33.462 127.93    3.7  ];[ 33.261 127.47    3.7  ];0.5019970119433058;[2671]
2332;[ 21.961 143.99    0.   ];[ 22.429 147.91    0.   ];3.9478378892755845;[2617]
2333;[35.325 38.907  0.   ];[36.751 44.097  0.   ];5.3823392683850795;[1236]
2334;[ 48.203 167.42    0.   ];[ 50.8 169.6   0. ];3.3906944716385166;[1202]
2335;[ 42.578 106.24   11.1  ];[ 42.534 105.75   11.1  ];0.4919715438925257;[1151]
2336;[ 32.827 120.81    0.   ];[ 32.95 121.06   0.  ];0.2786198126479902;[1740]
2337;[ 43.613 142.12    0.   ];[ 43.379 142.23    0.   ];0.2585652722234708;[2510]
2338;[ 50.623 129.87    0.   ];[ 50.255 130.05    0.   ];0.40966327636242766;[1070]
2339;[ 21.649 152.22    0.   ];[ 23.956 148.56    0.   ];4.3264129483903835;[382]
2340;[29.541 61.118  0.   ];[28.505 61.214  0.   ];1.0404383691502357;[46]
2341;[35.86  46.273  3.7  ];[36.116 37.328  3.7  ];8.948662525763277;[3079]
2342;[37.231 17.16   0.   ];[39.07  16.349  0.   ];2.0098860664226703;[2076]
2343;[38.132 92.456  7.4  ];[38.11  91.987  7.4  ];0.46951570793745306;[2105]
2344;[27.045 70.069  0.   ];[27.101 70.602  0.   ];0.5359337645642426;[1165]
2345;[18.364 54.941  3.7  ];[18.476 61.326  3.7  ];6.385982226721271;[2772]
2346;[38.868 81.996  7.4  ];[38.824 81.399  7.4  ];0.5986192445954218;[1961]
2347;[ 33.629 132.42    0.   ];[ 32.838 132.76    0.   ];0.86097677088293;[1652]
2348;[ 28.403 114.81    0.   ];[ 28.192 114.84    0.   ];0.2131220307711041;[2493]
2349;[ 26.441 152.43    0.   ];[ 26.831 152.26    0.   ];0.42544094772365987;[897]
2350;[ 49.587 119.91    0.   ];[ 48.618 117.39    0.   ];2.699881664073443;[1616]
2351;[ 40.806 120.03    0.   ];[ 40.371 120.23    0.   ];0.4787744771810596;[1261]
2352;[ 21.561 110.69    0.   ];[ 20.837 110.77    0.   ];0.728406479927245;[1339]
2353;[47.727 78.177  0.   ];[40.161 82.652  0.   ];8.790334521507125;[1000]
2354;[23.345 63.433  0.   ];[23.39  63.865  0.   ];0.4343374264324939;[716]
2355;[ 17.906 111.11    0.   ];[ 11.799 113.73    0.   ];6.645287728909864;[3042]
2356;[34.277 57.47   3.7  ];[33.72  57.496  3.7  ];0.5576064920712478;[3012]
2357;[ 62.993 131.84    0.   ];[ 66.915 134.11    0.   ];4.531554258750532;[2335]
2358;[14.575 91.672  0.   ];[22.687 98.878  0.   ];10.850390776372992;[2766]
2359;[37.019 55.789  0.   ];[36.963 55.224  0.   ];0.5677684387142395;[375]
2360;[37.398 63.524 11.1  ];[37.442 64.073 11.1  ];0.5507603834699727;[107]
2361;[36.918 60.051  0.   ];[36.863 59.283  0.   ];0.7699668824046921;[817]
2362;[ 42.265 141.01    0.   ];[ 41.329 141.45    0.   ];1.034261088893901;[2043]
2363;[14.831 96.745  0.   ];[23.779 95.977  0.   ];8.980897950650592;[1505]
2364;[38.935 67.551  7.4  ];[39.18  65.162  7.4  ];2.401529929024408;[2174]
2365;[ 17.538 121.88    3.7  ];[ 17.571 122.2     3.7  ];0.3216970624671677;[2373]
2366;[42.636 16.877  0.   ];[39.46  12.893  0.   ];5.09502031399287;[886]
2367;[ 62.279 134.87    7.4  ];[ 61.109 135.36    7.4  ];1.2684636376341314;[2265]
2368;[34.434 22.787  3.7  ];[32.684 25.742  3.7  ];3.4343157979428756;[1956]
2369;[ 48.996 141.59    0.   ];[ 48.739 141.71    0.   ];0.2836353292521996;[1916]
2370;[15.188 59.187  3.7  ];[15.166 58.697  3.7  ];0.4904936289086689;[2706]
2371;[ 63.684 104.13    0.   ];[ 62.693 103.79    0.   ];1.0477027250131556;[2633]
2372;[ 44.294 118.63   11.1  ];[ 45.085 123.39   11.1  ];4.825275225310993;[1277]
2373;[ 47.67 141.42   7.4 ];[ 50.378 139.83    7.4  ];3.1402808791571357;[1875]
2374;[ 41.876 110.4     3.7  ];[ 41.754 110.13    3.7  ];0.296283647878187;[2306]
2375;[ 26.374 142.74    0.   ];[ 25.561 143.11    0.   ];0.893235131418375;[1605]
2376;[ 40.816 150.19    3.7  ];[ 40.627 149.73    3.7  ];0.4973137842449245;[695]
2377;[ 36.337 131.27    0.   ];[ 35.891 131.45    0.   ];0.4809532201784252;[2891]
2378;[ 25.372 117.45    3.7  ];[ 23.154 120.65    3.7  ];3.8935233401124;[171]
2379;[66.917 40.641  0.   ];[65.58  37.509  0.   ];3.4054358017733937;[468]
2380;[15.121 57.571  3.7  ];[15.133 57.848  3.7  ];0.27725980595823935;[2625]
2381;[ 17.36 124.65   3.7 ];[ 16.836 122.26    3.7  ];2.4467684810786663;[2521]
2382;[ 29.45 139.19   0.  ];[ 29.918 138.98    0.   ];0.5129561384757992;[2295]
2383;[ 71.006 107.18    0.   ];[ 70.85 106.81   0.  ];0.4015420276882673;[2678]
2384;[ 50.545 144.59    3.7  ];[ 51.236 144.31    3.7  ];0.7455742753072925;[524]
